pokemon_id,generation_id,level,machines,breed,tutor
153,5,1,1,0,1
154,1,0,0,0,0
154,2,1,1,0,0
154,3,1,1,0,1
154,4,1,1,0,1
154,5,1,1,0,1
155,1,0,0,0,0
155,2,1,1,1,1
155,3,1,1,1,1
155,4,1,1,1,1
155,5,1,1,1,1
156,1,0,0,0,0
156,2,1,1,0,1
156,3,1,1,0,1
156,4,1,1,0,1
156,5,1,1,0,1
157,1,0,0,0,0
157,2,1,1,0,1
157,3,1,1,0,1
157,4,1,1,0,1
157,5,1,1,0,1
158,1,0,0,0,0
158,2,1,1,1,1
158,3,1,1,1,1
158,4,1,1,1,1
158,5,1,1,1,1
159,1,0,0,0,0
159,2,1,1,0,1
159,3,1,1,0,1
159,4,1,1,0,1
159,5,1,1,0,1
160,1,0,0,0,0
160,2,1,1,0,1
160,3,1,1,0,1
160,4,1,1,0,1
160,5,1,1,0,1
161,1,0,0,0,0
161,2,1,1,1,0
161,3,1,1,1,1
161,4,1,1,1,1
161,5,1,1,1,0
162,1,0,0,0,0
162,2,1,1,0,0
162,3,1,1,0,1
162,4,1,1,0,1
162,5,1,1,0,0
163,1,0,0,0,0
163,2,1,1,1,0
163,3,1,1,1,1
163,4,1,1,1,1
163,5,1,1,1,0
164,1,0,0,0,0
164,2,1,1,0,0
164,3,1,1,0,1
164,4,1,1,0,1
164,5,1,1,0,0
165,1,0,0,0,0
165,2,1,1,1,0
165,3,1,1,1,1
165,4,1,1,1,1
165,5,1,1,1,0
166,1,0,0,0,0
166,2,1,1,0,0
166,3,1,1,0,1
166,4,1,1,0,1
166,5,1,1,0,0
167,1,0,0,0,0
167,2,1,1,1,0
167,3,1,1,1,1
167,4,1,1,1,1
167,5,1,1,1,0
168,1,0,0,0,0
168,2,1,1,0,0
168,3,1,1,0,1
168,4,1,1,0,1
168,5,1,1,0,0
169,1,0,0,0,0
169,2,1,1,0,0
169,3,1,1,0,1
169,4,1,1,0,1
169,5,1,1,0,0
170,1,0,0,0,0
170,2,1,1,1,1
170,3,1,1,1,1
170,4,1,1,1,1
170,5,1,1,1,0
171,1,0,0,0,0
171,2,1,1,0,1
171,3,1,1,0,1
171,4,1,1,0,1
171,5,1,1,0,0
172,1,0,0,0,0
172,2,1,1,1,1
172,3,1,1,1,1
172,4,1,1,1,1
172,5,1,1,1,0
173,1,0,0,0,0
173,2,1,1,1,1
173,3,1,1,1,1
173,4,1,1,1,1
173,5,1,1,1,0
174,1,0,0,0,0
174,2,1,1,1,1
174,3,1,1,1,1
174,4,1,1,1,1
174,5,1,1,1,0
175,1,0,0,0,0
175,2,1,1,1,1
175,3,1,1,1,1
175,4,1,1,1,1
175,5,1,1,1,0
176,1,0,0,0,0
176,2,1,1,0,1
176,3,1,1,0,1
176,4,1,1,0,1
176,5,1,1,0,0
177,1,0,0,0,0
177,2,1,1,1,0
177,3,1,1,1,1
177,4,1,1,1,1
177,5,1,1,1,0
178,1,0,0,0,0
178,2,1,1,0,0
178,3,1,1,0,1
178,4,1,1,0,1
178,5,1,1,0,0
179,1,0,0,0,0
179,2,1,1,1,1
179,3,1,1,1,1
179,4,1,1,1,1
179,5,1,1,1,0
180,1,0,0,0,0
180,2,1,1,0,1
180,3,1,1,0,1
180,4,1,1,0,1
180,5,1,1,0,0
181,1,0,0,0,0
181,2,1,1,0,1
181,3,1,1,0,1
181,4,1,1,0,1
181,5,1,1,0,0
182,1,0,0,0,0
182,2,1,1,0,0
182,3,1,1,0,1
182,4,1,1,0,1
182,5,1,1,0,0
183,1,0,0,0,0
183,2,1,1,1,1
183,3,1,1,1,1
183,4,1,1,1,1
183,5,1,1,1,0
184,1,0,0,0,0
184,2,1,1,0,1
184,3,1,1,0,1
184,4,1,1,0,1
184,5,1,1,0,0
185,1,0,0,0,0
185,2,1,1,1,0
185,3,1,1,1,1
185,4,1,1,1,1
185,5,1,1,1,0
186,1,0,0,0,0
186,2,1,1,0,1
186,3,1,1,0,1
186,4,1,1,0,1
186,5,1,1,0,0
187,1,0,0,0,0
187,2,1,1,1,0
187,3,1,1,1,1
187,4,1,1,1,1
187,5,1,1,1,0
188,1,0,0,0,0
188,2,1,1,0,0
188,3,1,1,0,1
188,4,1,1,0,1
188,5,1,1,0,0
189,1,0,0,0,0
189,2,1,1,0,0
189,3,1,1,0,1
189,4,1,1,0,1
189,5,1,1,0,0
190,1,0,0,0,0
190,2,1,1,1,1
190,3,1,1,1,1
190,4,1,1,1,1
190,5,1,1,1,0
191,1,0,0,0,0
191,2,1,1,0,0
191,3,1,1,1,1
191,4,1,1,1,1
191,5,1,1,1,0
192,1,0,0,0,0
192,2,1,1,0,0
192,3,1,1,0,1
192,4,1,1,0,1
192,5,1,1,0,0
193,1,0,0,0,0
193,2,1,1,1,0
193,3,1,1,1,1
193,4,1,1,1,1
193,5,1,1,1,0
194,1,0,0,0,0
194,2,1,1,1,1
194,3,1,1,1,1
194,4,1,1,1,1
194,5,1,1,1,0
195,1,0,0,0,0
195,2,1,1,0,1
195,3,1,1,0,1
195,4,1,1,0,1
195,5,1,1,0,0
196,1,0,0,0,0
196,2,1,1,0,0
196,3,1,1,0,1
196,4,1,1,0,1
196,5,1,1,0,0
197,1,0,0,0,0
197,2,1,1,0,0
197,3,1,1,0,1
197,4,1,1,0,1
197,5,1,1,0,0
198,1,0,0,0,0
198,2,1,1,1,0
198,3,1,1,1,1
198,4,1,1,1,1
198,5,1,1,1,0
199,1,0,0,0,0
199,2,1,1,0,1
199,3,1,1,0,1
199,4,1,1,0,1
199,5,1,1,0,0
200,1,0,0,0,0
200,2,1,1,1,1
200,3,1,1,1,1
200,4,1,1,1,1
200,5,1,1,1,0
201,1,0,0,0,0
201,2,1,0,0,0
201,3,1,0,0,0
201,4,1,0,0,0
201,5,1,0,0,0
202,1,0,0,0,0
202,2,1,0,0,0
202,3,1,0,0,0
202,4,1,0,0,0
202,5,1,0,0,0
203,1,0,0,0,0
203,2,1,1,1,1
203,3,1,1,1,1
203,4,1,1,1,1
203,5,1,1,1,0
204,1,0,0,0,0
204,2,1,1,1,0
204,3,1,1,1,1
204,4,1,1,1,1
204,5,1,1,1,0
205,1,0,0,0,0
205,2,1,1,0,0
205,3,1,1,0,1
205,4,1,1,0,1
205,5,1,1,0,0
206,1,0,0,0,0
206,2,1,1,1,1
206,3,1,1,1,1
206,4,1,1,1,1
206,5,1,1,1,0
207,1,0,0,0,0
207,2,1,1,1,0
207,3,1,1,1,1
207,4,1,1,1,1
207,5,1,1,1,0
208,1,0,0,0,0
208,2,1,1,0,0
208,3,1,1,0,1
208,4,1,1,0,1
208,5,1,1,0,0
209,1,0,0,0,0
209,2,1,1,1,1
209,3,1,1,1,1
209,4,1,1,1,1
209,5,1,1,1,0
210,1,0,0,0,0
210,2,1,1,0,1
210,3,1,1,0,1
210,4,1,1,0,1
210,5,1,1,0,0
211,1,0,0,0,0
211,2,1,1,1,1
211,3,1,1,1,1
211,4,1,1,1,1
211,5,1,1,1,0
212,1,0,0,0,0
212,2,1,1,0,0
212,3,1,1,0,1
212,4,1,1,0,1
212,5,1,1,0,0
213,1,0,0,0,0
213,2,1,1,1,0
213,3,1,1,1,1
213,4,1,1,1,1
213,5,1,1,1,0
214,1,0,0,0,0
214,2,1,1,1,0
214,3,1,1,1,1
214,4,1,1,1,1
214,5,1,1,1,0
215,1,0,0,0,0
215,2,1,1,1,1
215,3,1,1,1,1
215,4,1,1,1,1
215,5,1,1,1,0
216,1,0,0,0,0
216,2,1,1,1,0
216,3,1,1,1,1
216,4,1,1,1,1
216,5,1,1,1,0
217,1,0,0,0,0
217,2,1,1,0,0
217,3,1,1,0,1
217,4,1,1,0,1
217,5,1,1,0,0
218,1,0,0,0,0
218,2,1,1,1,1
218,3,1,1,1,1
218,4,1,1,1,1
218,5,1,1,1,0
219,1,0,0,0,0
219,2,1,1,0,1
219,3,1,1,0,1
219,4,1,1,0,1
219,5,1,1,0,0
220,1,0,0,0,0
220,2,1,1,1,1
220,3,1,1,1,1
220,4,1,1,1,1
220,5,1,1,1,0
221,1,0,0,0,0
221,2,1,1,0,1
221,3,1,1,0,1
221,4,1,1,0,1
221,5,1,1,0,0
222,1,0,0,0,0
222,2,1,1,1,1
222,3,1,1,1,1
222,4,1,1,1,1
222,5,1,1,1,0
223,1,0,0,0,0
223,2,1,1,1,1
223,3,1,1,1,1
223,4,1,1,1,1
223,5,1,1,1,0
224,1,0,0,0,0
224,2,1,1,0,1
224,3,1,1,0,1
224,4,1,1,0,1
224,5,1,1,0,0
225,1,0,0,0,0
225,2,1,1,1,1
225,3,1,1,1,1
225,4,1,1,1,1
225,5,1,1,1,0
226,1,0,0,0,0
226,2,1,1,1,1
226,3,1,1,1,1
226,4,1,1,1,1
226,5,1,1,1,0
227,1,0,0,0,0
227,2,1,1,1,0
227,3,1,1,1,1
227,4,1,1,1,1
227,5,1,1,1,0
228,1,0,0,0,0
228,2,1,1,1,1
228,3,1,1,1,1
228,4,1,1,1,1
228,5,1,1,1,0
229,1,0,0,0,0
229,2,1,1,0,1
229,3,1,1,0,1
229,4,1,1,0,1
229,5,1,1,0,0
230,1,0,0,0,0
230,2,1,1,0,1
230,3,1,1,0,1
230,4,1,1,0,1
230,5,1,1,0,1
231,1,0,0,0,0
231,2,1,1,1,0
231,3,1,1,1,1
231,4,1,1,1,1
231,5,1,1,1,0
232,1,0,0,0,0
232,2,1,1,0,0
232,3,1,1,0,1
232,4,1,1,0,1
232,5,1,1,0,0
233,1,0,0,0,0
233,2,1,1,0,1
233,3,1,1,0,1
