id,pokemon_id,generation_id,exclusive_version_group_id,move_id,move_method_id,level,move_order
117,1,3,7,38,3,"",""
118,1,3,7,102,3,"",""
119,1,3,7,164,3,"",""
120,1,4,"",14,4,"",""
121,1,4,"",15,4,"",""
122,1,4,"",22,1,9,""
123,1,4,"",33,1,1,""
124,1,4,"",36,1,15,""
125,1,4,"",38,1,27,""
126,1,4,"",45,1,3,""
127,1,4,"",70,4,"",""
128,1,4,"",73,1,7,""
129,1,4,"",74,1,25,""
130,1,4,"",75,1,19,""
131,1,4,"",76,4,"",""
132,1,4,"",77,1,13,1
133,1,4,"",79,1,13,2
134,1,4,"",80,2,"",""
135,1,4,"",92,4,"",""
136,1,4,"",104,4,"",""
137,1,4,"",113,2,"",""
138,1,4,"",130,2,"",""
139,1,4,"",133,2,"",""
140,1,4,"",148,4,"",""
141,1,4,"",156,4,"",""
142,1,4,"",164,4,"",""
143,1,4,"",174,2,"",""
144,1,4,"",182,4,"",""
145,1,4,"",188,4,"",""
146,1,4,"",202,4,"",""
147,1,4,"",203,4,"",""
148,1,4,"",204,2,"",""
149,1,4,"",207,4,"",""
150,1,4,"",213,4,"",""
151,1,4,"",214,4,"",""
152,1,4,"",216,4,"",""
153,1,4,"",218,4,"",""
154,1,4,"",219,2,"",""
155,1,4,"",230,1,21,""
156,1,4,"",235,1,33,""
157,1,4,"",237,4,"",""
158,1,4,"",241,4,"",""
159,1,4,"",249,4,"",""
160,1,4,"",263,4,"",""
161,1,4,"",267,2,"",""
162,1,4,"",275,2,"",""
163,1,4,"",290,4,"",""
164,1,4,"",320,2,"",""
165,1,4,"",331,4,"",""
166,1,4,"",345,2,"",""
167,1,4,"",363,4,"",""
168,1,4,"",388,1,31,""
169,1,4,"",402,1,37,""
170,1,4,"",412,4,"",""
171,1,4,"",437,2,"",""
172,1,4,"",445,4,"",""
173,1,4,"",447,4,"",""
174,1,4,9,173,3,"",""
175,1,4,9,189,3,"",""
176,1,4,9,210,3,"",""
177,1,4,9,235,3,"",""
178,1,4,9,282,3,"",""
179,1,4,9,402,3,"",""
180,1,4,10,29,3,"",""
181,1,4,10,81,3,"",""
182,1,4,10,124,2,"",""
183,1,4,10,173,3,"",""
184,1,4,10,189,3,"",""
185,1,4,10,210,3,"",""
186,1,4,10,235,3,"",""
187,1,4,10,282,3,"",""
188,1,4,10,388,3,"",""
189,1,4,10,402,3,"",""
190,1,4,10,438,2,"",""
191,1,5,"",14,4,"",""
192,1,5,"",15,4,"",""
193,1,5,"",22,1,9,""
194,1,5,"",33,1,1,""
195,1,5,"",36,1,15,""
196,1,5,"",38,1,27,""
197,1,5,"",45,1,3,""
198,1,5,"",70,4,"",""
199,1,5,"",73,1,7,""
200,1,5,"",74,1,25,""
201,1,5,"",75,1,19,""
202,1,5,"",76,4,"",""
203,1,5,"",77,1,13,1
204,1,5,"",79,1,13,2
205,1,5,"",80,2,"",""
206,1,5,"",92,4,"",""
207,1,5,"",104,4,"",""
208,1,5,"",113,4,"",""
209,1,5,"",124,2,"",""
210,1,5,"",130,2,"",""
211,1,5,"",133,2,"",""
212,1,5,"",148,4,"",""
213,1,5,"",156,4,"",""
214,1,5,"",164,4,"",""
215,1,5,"",174,2,"",""
216,1,5,"",182,4,"",""
217,1,5,"",188,4,"",""
218,1,5,"",202,2,"",""
219,1,5,"",203,2,"",""
220,1,5,"",204,2,"",""
221,1,5,"",207,4,"",""
222,1,5,"",213,4,"",""
223,1,5,"",216,4,"",""
224,1,5,"",218,4,"",""
225,1,5,"",219,4,"",""
226,1,5,"",230,1,21,""
227,1,5,"",235,1,33,""
228,1,5,"",237,4,"",""
229,1,5,"",241,4,"",""
230,1,5,"",249,4,"",""
231,1,5,"",263,4,"",""
232,1,5,"",267,2,"",""
233,1,5,"",275,2,"",""
234,1,5,"",320,2,"",""
235,1,5,"",345,2,"",""
236,1,5,"",388,1,31,""
237,1,5,"",402,1,37,""
238,1,5,"",412,4,"",""
239,1,5,"",437,2,"",""
240,1,5,"",438,2,"",""
241,1,5,"",447,4,"",""
242,1,5,"",474,4,"",""
243,1,5,"",496,4,"",""
244,1,5,"",497,4,"",""
245,1,5,"",520,3,"",""
246,2,1,"",14,4,"",""
247,2,1,"",15,4,"",""
248,2,1,"",22,1,13,""
249,2,1,"",33,1,1,1
250,2,1,"",34,4,"",""
251,2,1,"",36,4,"",""
252,2,1,"",38,4,"",""
253,2,1,"",45,1,1,2
254,2,1,"",72,4,"",""
255,2,1,"",73,1,1,3
256,2,1,"",74,1,38,""
257,2,1,"",75,1,30,""
258,2,1,"",76,1,54,""
259,2,1,"",76,4,"",""
260,2,1,"",77,1,22,""
261,2,1,"",79,1,46,""
262,2,1,"",92,4,"",""
263,2,1,"",99,4,"",""
264,2,1,"",102,4,"",""
265,2,1,"",104,4,"",""
266,2,1,"",115,4,"",""
267,2,1,"",117,4,"",""
268,2,1,"",156,4,"",""
269,2,1,"",164,4,"",""
270,2,2,"",15,4,"",""
271,2,2,"",22,1,10,""
272,2,2,"",29,4,"",""
273,2,2,"",33,1,1,1
274,2,2,"",45,1,1,2
275,2,2,"",73,1,1,3
276,2,2,"",74,1,38,""
277,2,2,"",75,1,22,""
278,2,2,"",76,1,56,""
279,2,2,"",76,4,"",""
280,2,2,"",77,1,15,""
281,2,2,"",79,1,15,4
282,2,2,"",92,4,"",""
283,2,2,"",104,4,"",""
284,2,2,"",111,4,"",""
285,2,2,"",148,4,"",""
286,2,2,"",156,4,"",""
287,2,2,"",173,4,"",""
288,2,2,"",174,4,"",""
289,2,2,"",182,4,"",""
290,2,2,"",189,4,"",""
291,2,2,"",202,4,"",""
292,2,2,"",203,4,"",""
293,2,2,"",207,4,"",""
294,2,2,"",210,4,"",""
295,2,2,"",213,4,"",""
296,2,2,"",214,4,"",""
297,2,2,"",216,4,"",""
298,2,2,"",218,4,"",""
299,2,2,"",230,1,29,""
300,2,2,"",230,4,"",""
301,2,2,"",235,1,47,""
302,2,2,"",237,4,"",""
303,2,2,"",241,4,"",""
304,2,3,"",15,4,"",""
305,2,3,"",22,1,10,""
306,2,3,"",33,1,1,1
307,2,3,"",45,1,1,2
308,2,3,"",70,4,"",""
309,2,3,"",73,1,1,3
310,2,3,"",74,1,38,""
311,2,3,"",75,1,22,""
312,2,3,"",76,1,56,""
313,2,3,"",76,4,"",""
314,2,3,"",77,1,15,""
315,2,3,"",79,1,15,4
316,2,3,"",92,4,"",""
317,2,3,"",104,4,"",""
318,2,3,"",148,4,"",""
319,2,3,"",156,4,"",""
320,2,3,"",182,4,"",""
321,2,3,"",188,4,"",""
322,2,3,"",202,4,"",""
323,2,3,"",213,4,"",""
324,2,3,"",216,4,"",""
325,2,3,"",218,4,"",""
326,2,3,"",230,1,29,""
327,2,3,"",235,1,47,""
328,2,3,"",237,4,"",""
329,2,3,"",241,4,"",""
330,2,3,"",249,4,"",""
331,2,3,"",263,4,"",""
332,2,3,"",290,4,"",""
333,2,3,"",331,4,"",""
334,2,3,6,14,3,"",""
335,2,3,6,34,3,"",""
336,2,3,6,38,3,"",""
337,2,3,6,102,3,"",""
338,2,3,6,111,3,"",""
339,2,3,6,164,3,"",""
340,2,3,6,173,3,"",""
341,2,3,6,189,3,"",""
342,2,3,6,203,3,"",""
343,2,3,6,207,3,"",""
344,2,3,6,210,3,"",""
345,2,3,6,214,3,"",""
346,2,3,7,14,3,"",""
347,2,3,7,34,3,"",""
348,2,3,7,38,3,"",""
349,2,3,7,102,3,"",""
350,2,3,7,164,3,"",""
351,2,4,"",14,4,"",""
352,2,4,"",15,4,"",""
353,2,4,"",22,1,9,""
354,2,4,"",33,1,1,1
355,2,4,"",36,1,15,""
356,2,4,"",38,1,31,""
357,2,4,"",45,1,1,2
358,2,4,"",70,4,"",""
359,2,4,"",73,1,1,3
360,2,4,"",74,1,28,""
361,2,4,"",75,1,20,""
362,2,4,"",76,1,44,""
363,2,4,"",76,4,"",""
364,2,4,"",77,1,13,1
365,2,4,"",79,1,13,2
366,2,4,"",92,4,"",""
367,2,4,"",104,4,"",""
368,2,4,"",148,4,"",""
369,2,4,"",156,4,"",""
370,2,4,"",164,4,"",""
371,2,4,"",182,4,"",""
372,2,4,"",188,4,"",""
373,2,4,"",202,4,"",""
374,2,4,"",203,4,"",""
375,2,4,"",207,4,"",""
376,2,4,"",213,4,"",""
377,2,4,"",214,4,"",""
378,2,4,"",216,4,"",""
379,2,4,"",218,4,"",""
380,2,4,"",230,1,23,""
381,2,4,"",235,1,39,""
382,2,4,"",237,4,"",""
383,2,4,"",241,4,"",""
384,2,4,"",249,4,"",""
385,2,4,"",263,4,"",""
386,2,4,"",290,4,"",""
387,2,4,"",331,4,"",""
388,2,4,"",363,4,"",""
389,2,4,"",388,1,36,""
390,2,4,"",412,4,"",""
391,2,4,"",445,4,"",""
392,2,4,"",447,4,"",""
393,2,4,9,173,3,"",""
394,2,4,9,189,3,"",""
395,2,4,9,210,3,"",""
396,2,4,9,235,3,"",""
397,2,4,9,282,3,"",""
398,2,4,9,402,3,"",""
399,2,4,10,29,3,"",""
400,2,4,10,81,3,"",""
401,2,4,10,173,3,"",""
402,2,4,10,189,3,"",""
403,2,4,10,210,3,"",""
404,2,4,10,235,3,"",""
405,2,4,10,282,3,"",""
406,2,4,10,388,3,"",""
407,2,4,10,402,3,"",""
408,2,5,"",14,4,"",""
409,2,5,"",15,4,"",""
410,2,5,"",22,1,9,""
411,2,5,"",33,1,1,1
412,2,5,"",36,1,15,""
413,2,5,"",38,1,31,""
414,2,5,"",45,1,1,2
415,2,5,"",70,4,"",""
416,2,5,"",73,1,1,3
417,2,5,"",74,1,28,""
418,2,5,"",75,1,20,""
419,2,5,"",76,1,44,""
420,2,5,"",76,4,"",""
421,2,5,"",77,1,13,1
422,2,5,"",79,1,13,2
423,2,5,"",92,4,"",""
424,2,5,"",104,4,"",""
425,2,5,"",113,4,"",""
426,2,5,"",148,4,"",""
427,2,5,"",156,4,"",""
428,2,5,"",164,4,"",""
429,2,5,"",182,4,"",""
430,2,5,"",188,4,"",""
431,2,5,"",207,4,"",""
432,2,5,"",213,4,"",""
433,2,5,"",216,4,"",""
434,2,5,"",218,4,"",""
435,2,5,"",219,4,"",""
436,2,5,"",230,1,23,""
437,2,5,"",235,1,39,""
438,2,5,"",237,4,"",""
439,2,5,"",241,4,"",""
440,2,5,"",249,4,"",""
441,2,5,"",263,4,"",""
442,2,5,"",388,1,36,""
443,2,5,"",412,4,"",""
444,2,5,"",447,4,"",""
445,2,5,"",474,4,"",""
446,2,5,"",496,4,"",""
447,2,5,"",497,4,"",""
448,2,5,"",520,3,"",""
449,3,1,"",14,4,"",""
450,3,1,"",15,4,"",""
451,3,1,"",22,1,1,4
452,3,1,"",33,1,1,1
453,3,1,"",34,4,"",""
454,3,1,"",36,4,"",""
455,3,1,"",38,4,"",""
456,3,1,"",45,1,1,2
457,3,1,"",63,4,"",""
458,3,1,"",72,4,"",""
459,3,1,"",73,1,1,3
460,3,1,"",74,1,43,""
461,3,1,"",75,1,30,""
462,3,1,"",76,1,65,""
463,3,1,"",76,4,"",""
464,3,1,"",77,1,22,""
465,3,1,"",79,1,55,""
466,3,1,"",92,4,"",""
467,3,1,"",99,4,"",""
468,3,1,"",102,4,"",""
469,3,1,"",104,4,"",""
470,3,1,"",115,4,"",""
471,3,1,"",117,4,"",""
472,3,1,"",156,4,"",""
473,3,1,"",164,4,"",""
474,3,2,"",15,4,"",""
475,3,2,"",22,1,1,4
476,3,2,"",29,4,"",""
477,3,2,"",33,1,1,1
478,3,2,"",45,1,1,2
479,3,2,"",46,4,"",""
480,3,2,"",63,4,"",""
481,3,2,"",73,1,1,3
482,3,2,"",74,1,41,""
483,3,2,"",75,1,22,""
484,3,2,"",76,1,65,""
485,3,2,"",76,4,"",""
486,3,2,"",77,1,15,""
487,3,2,"",79,1,15,5
488,3,2,"",92,4,"",""
489,3,2,"",104,4,"",""
490,3,2,"",111,4,"",""
491,3,2,"",148,4,"",""
492,3,2,"",156,4,"",""
493,3,2,"",173,4,"",""
494,3,2,"",174,4,"",""
495,3,2,"",182,4,"",""
496,3,2,"",189,4,"",""
497,3,2,"",202,4,"",""
498,3,2,"",203,4,"",""
499,3,2,"",207,4,"",""
500,3,2,"",210,4,"",""
501,3,2,"",213,4,"",""
502,3,2,"",214,4,"",""
503,3,2,"",216,4,"",""
504,3,2,"",218,4,"",""
505,3,2,"",230,1,29,""
506,3,2,"",230,4,"",""
507,3,2,"",235,1,53,""
508,3,2,"",237,4,"",""
509,3,2,"",241,4,"",""
510,3,3,"",15,4,"",""
511,3,3,"",22,1,1,4
512,3,3,"",33,1,1,1
513,3,3,"",45,1,1,2
514,3,3,"",46,4,"",""
515,3,3,"",63,4,"",""
516,3,3,"",70,4,"",""
517,3,3,"",73,1,1,3
518,3,3,"",74,1,41,""
519,3,3,"",75,1,22,""
520,3,3,"",76,1,65,""
521,3,3,"",76,4,"",""
522,3,3,"",77,1,15,""
523,3,3,"",79,1,15,5
524,3,3,"",89,4,"",""
525,3,3,"",92,4,"",""
526,3,3,"",104,4,"",""
527,3,3,"",148,4,"",""
528,3,3,"",156,4,"",""
529,3,3,"",182,4,"",""
530,3,3,"",188,4,"",""
531,3,3,"",202,4,"",""
532,3,3,"",213,4,"",""
533,3,3,"",216,4,"",""
534,3,3,"",218,4,"",""
535,3,3,"",230,1,29,""
536,3,3,"",235,1,53,""
537,3,3,"",237,4,"",""
538,3,3,"",241,4,"",""
539,3,3,"",249,4,"",""
540,3,3,"",263,4,"",""
541,3,3,"",290,4,"",""
542,3,3,"",331,4,"",""
543,3,3,6,14,3,"",""
544,3,3,6,34,3,"",""
545,3,3,6,38,3,"",""
546,3,3,6,102,3,"",""
547,3,3,6,111,3,"",""
548,3,3,6,164,3,"",""
549,3,3,6,173,3,"",""
550,3,3,6,189,3,"",""
551,3,3,6,203,3,"",""
552,3,3,6,207,3,"",""
553,3,3,6,210,3,"",""
554,3,3,6,214,3,"",""
555,3,3,7,14,3,"",""
556,3,3,7,34,3,"",""
557,3,3,7,38,3,"",""
558,3,3,7,102,3,"",""
559,3,3,7,164,3,"",""
560,3,3,7,338,3,"",""
561,3,4,"",14,4,"",""
562,3,4,"",15,4,"",""
563,3,4,"",22,1,1,4
564,3,4,"",33,1,1,1
565,3,4,"",36,1,15,""
566,3,4,"",38,1,31,""
567,3,4,"",45,1,1,2
568,3,4,"",46,4,"",""
569,3,4,"",63,4,"",""
570,3,4,"",70,4,"",""
571,3,4,"",73,1,1,3
572,3,4,"",74,1,28,""
573,3,4,"",75,1,20,""
574,3,4,"",76,1,53,""
575,3,4,"",76,4,"",""
576,3,4,"",77,1,13,1
577,3,4,"",79,1,13,2
578,3,4,"",80,1,32,""
579,3,4,"",89,4,"",""
580,3,4,"",92,4,"",""
581,3,4,"",104,4,"",""
582,3,4,"",148,4,"",""
583,3,4,"",156,4,"",""
584,3,4,"",164,4,"",""
585,3,4,"",182,4,"",""
586,3,4,"",188,4,"",""
587,3,4,"",202,4,"",""
588,3,4,"",203,4,"",""
589,3,4,"",207,4,"",""
590,3,4,"",213,4,"",""
591,3,4,"",214,4,"",""
592,3,4,"",216,4,"",""
593,3,4,"",218,4,"",""
594,3,4,"",230,1,23,""
595,3,4,"",235,1,45,""
596,3,4,"",237,4,"",""
597,3,4,"",241,4,"",""
598,3,4,"",249,4,"",""
599,3,4,"",263,4,"",""
600,3,4,"",290,4,"",""
601,3,4,"",331,4,"",""
602,3,4,"",338,3,"",""
603,3,4,"",363,4,"",""
604,3,4,"",388,1,39,""
605,3,4,"",412,4,"",""
606,3,4,"",416,4,"",""
607,3,4,"",431,4,"",""
608,3,4,"",445,4,"",""
609,3,4,"",447,4,"",""
610,3,4,9,173,3,"",""
611,3,4,9,189,3,"",""
612,3,4,9,200,3,"",""
613,3,4,9,210,3,"",""
614,3,4,9,235,3,"",""
615,3,4,9,282,3,"",""
616,3,4,9,402,3,"",""
617,3,4,10,29,3,"",""
618,3,4,10,81,3,"",""
619,3,4,10,173,3,"",""
620,3,4,10,189,3,"",""
621,3,4,10,200,3,"",""
622,3,4,10,210,3,"",""
623,3,4,10,235,3,"",""
624,3,4,10,282,3,"",""
625,3,4,10,335,3,"",""
626,3,4,10,388,3,"",""
627,3,4,10,402,3,"",""
628,3,5,"",14,4,"",""
629,3,5,"",15,4,"",""
630,3,5,"",22,1,1,4
631,3,5,"",33,1,1,1
632,3,5,"",36,1,15,""
633,3,5,"",38,1,31,""
634,3,5,"",45,1,1,2
635,3,5,"",46,4,"",""
636,3,5,"",63,4,"",""
637,3,5,"",70,4,"",""
638,3,5,"",73,1,1,3
639,3,5,"",74,1,28,""
640,3,5,"",75,1,20,""
641,3,5,"",76,1,53,""
642,3,5,"",76,4,"",""
643,3,5,"",77,1,13,1
644,3,5,"",79,1,13,2
645,3,5,"",80,1,32,""
646,3,5,"",89,4,"",""
647,3,5,"",92,4,"",""
648,3,5,"",104,4,"",""
649,3,5,"",113,4,"",""
650,3,5,"",148,4,"",""
651,3,5,"",156,4,"",""
652,3,5,"",164,4,"",""
653,3,5,"",182,4,"",""
654,3,5,"",188,4,"",""
655,3,5,"",207,4,"",""
656,3,5,"",213,4,"",""
657,3,5,"",216,4,"",""
658,3,5,"",218,4,"",""
659,3,5,"",219,4,"",""
660,3,5,"",230,1,23,""
661,3,5,"",235,1,45,""
662,3,5,"",237,4,"",""
663,3,5,"",241,4,"",""
664,3,5,"",249,4,"",""
665,3,5,"",263,4,"",""
666,3,5,"",338,3,"",""
667,3,5,"",388,1,39,""
668,3,5,"",412,4,"",""
669,3,5,"",416,4,"",""
670,3,5,"",447,4,"",""
671,3,5,"",474,4,"",""
672,3,5,"",496,4,"",""
673,3,5,"",497,4,"",""
674,3,5,"",520,3,"",""
675,3,5,"",523,4,"",""
676,4,1,"",5,4,"",""
677,4,1,"",10,1,1,1
678,4,1,"",14,4,"",""
679,4,1,"",15,4,"",""
680,4,1,"",25,4,"",""
681,4,1,"",34,4,"",""
682,4,1,"",36,4,"",""
683,4,1,"",38,4,"",""
684,4,1,"",43,1,15,""
685,4,1,"",45,1,1,2
686,4,1,"",52,1,9,""
687,4,1,"",53,1,38,""
688,4,1,"",66,4,"",""
689,4,1,"",68,4,"",""
690,4,1,"",69,4,"",""
691,4,1,"",70,4,"",""
692,4,1,"",82,4,"",""
693,4,1,"",83,1,46,""
694,4,1,"",91,4,"",""
695,4,1,"",92,4,"",""
696,4,1,"",99,1,22,""
697,4,1,"",99,4,"",""
698,4,1,"",102,4,"",""
699,4,1,"",104,4,"",""
700,4,1,"",115,4,"",""
701,4,1,"",117,4,"",""
702,4,1,"",126,4,"",""
703,4,1,"",129,4,"",""
704,4,1,"",130,4,"",""
705,4,1,"",156,4,"",""
706,4,1,"",163,1,30,""
707,4,1,"",164,4,"",""
708,4,2,"",7,4,"",""
709,4,2,"",10,1,1,1
710,4,2,"",15,4,"",""
711,4,2,"",29,4,"",""
712,4,2,"",44,2,"",""
713,4,2,"",45,1,1,2
714,4,2,"",52,1,7,""
715,4,2,"",53,1,31,""
716,4,2,"",70,4,"",""
717,4,2,"",82,1,43,""
718,4,2,"",83,1,49,""
719,4,2,"",91,4,"",""
720,4,2,"",92,4,"",""
721,4,2,"",99,1,19,""
722,4,2,"",104,4,"",""
723,4,2,"",108,1,13,""
724,4,2,"",111,4,"",""
725,4,2,"",126,4,"",""
726,4,2,"",129,4,"",""
727,4,2,"",156,4,"",""
728,4,2,"",157,2,"",""
729,4,2,"",163,1,37,""
730,4,2,"",173,4,"",""
731,4,2,"",174,4,"",""
732,4,2,"",182,4,"",""
733,4,2,"",184,1,25,""
734,4,2,"",187,2,"",""
735,4,2,"",189,4,"",""
736,4,2,"",200,2,"",""
737,4,2,"",203,4,"",""
738,4,2,"",207,4,"",""
739,4,2,"",210,4,"",""
740,4,2,"",213,4,"",""
741,4,2,"",214,4,"",""
742,4,2,"",216,4,"",""
743,4,2,"",218,4,"",""
744,4,2,"",223,4,"",""
745,4,2,"",225,4,"",""
746,4,2,"",231,4,"",""
747,4,2,"",237,4,"",""
748,4,2,"",241,4,"",""
749,4,2,"",246,2,"",""
750,4,2,"",249,4,"",""
751,4,2,"",251,2,"",""
752,4,2,4,53,3,"",""
753,4,3,"",10,1,1,1
754,4,3,"",14,2,"",""
755,4,3,"",15,4,"",""
756,4,3,"",44,2,"",""
757,4,3,"",45,1,1,2
758,4,3,"",52,1,7,""
759,4,3,"",53,1,31,""
760,4,3,"",53,4,"",""
761,4,3,"",70,4,"",""
762,4,3,"",82,1,43,""
763,4,3,"",83,1,49,""
764,4,3,"",91,4,"",""
765,4,3,"",92,4,"",""
766,4,3,5,99,1,19,""
767,4,3,"",104,4,"",""
768,4,3,5,108,1,13,""
769,4,3,"",126,4,"",""
770,4,3,"",156,4,"",""
771,4,3,"",157,2,"",""
772,4,3,"",163,1,37,""
773,4,3,"",182,4,"",""
774,4,3,"",184,1,25,""
775,4,3,"",187,2,"",""
776,4,3,"",200,2,"",""
777,4,3,"",213,4,"",""
778,4,3,"",216,4,"",""
779,4,3,"",218,4,"",""
780,4,3,"",231,4,"",""
781,4,3,"",237,4,"",""
782,4,3,"",241,4,"",""
783,4,3,"",246,2,"",""
784,4,3,"",249,4,"",""
785,4,3,"",251,2,"",""
786,4,3,"",263,4,"",""
787,4,3,"",264,4,"",""
788,4,3,"",280,4,"",""
789,4,3,"",290,4,"",""
790,4,3,"",315,4,"",""
791,4,3,"",332,4,"",""
792,4,3,"",337,4,"",""
793,4,3,"",349,2,"",""
794,4,3,6,5,3,"",""
795,4,3,6,7,3,"",""
796,4,3,6,14,3,"",""
797,4,3,6,25,3,"",""
798,4,3,6,34,3,"",""
799,4,3,6,38,3,"",""
800,4,3,6,68,3,"",""
801,4,3,6,69,3,"",""
802,4,3,6,99,1,19,""
803,4,3,6,102,3,"",""
804,4,3,6,108,1,13,""
805,4,3,6,111,3,"",""
806,4,3,6,129,3,"",""
807,4,3,6,157,3,"",""
808,4,3,6,164,3,"",""
809,4,3,6,173,3,"",""
810,4,3,6,189,3,"",""
811,4,3,6,203,3,"",""
812,4,3,6,207,3,"",""
813,4,3,6,210,3,"",""
814,4,3,6,214,3,"",""
815,4,3,6,223,3,"",""
816,4,3,7,5,3,"",""
817,4,3,7,14,3,"",""
818,4,3,7,25,3,"",""
819,4,3,7,34,3,"",""
820,4,3,7,38,3,"",""
821,4,3,7,68,3,"",""
822,4,3,7,69,3,"",""
823,4,3,7,102,3,"",""
824,4,3,7,108,1,19,""
825,4,3,7,157,3,"",""
826,4,3,7,164,3,"",""
827,4,3,7,232,1,13,""
828,4,4,"",10,1,1,1
829,4,4,"",14,2,"",""
830,4,4,"",14,4,"",""
831,4,4,"",15,4,"",""
832,4,4,"",44,2,"",""
833,4,4,"",45,1,1,2
834,4,4,"",52,1,7,""
835,4,4,"",53,1,34,""
836,4,4,"",53,4,"",""
837,4,4,"",70,4,"",""
838,4,4,"",82,1,16,""
839,4,4,"",83,1,37,""
840,4,4,"",91,4,"",""
841,4,4,"",92,4,"",""
842,4,4,"",104,4,"",""
843,4,4,"",108,1,10,""
844,4,4,"",126,4,"",""
845,4,4,"",156,4,"",""
846,4,4,"",157,2,"",""
847,4,4,"",157,4,"",""
848,4,4,"",163,1,28,""
849,4,4,"",164,4,"",""
850,4,4,"",182,4,"",""
851,4,4,"",184,1,19,""
852,4,4,"",187,2,"",""
853,4,4,"",200,2,"",""
854,4,4,"",203,4,"",""
855,4,4,"",207,4,"",""
856,4,4,"",213,4,"",""
857,4,4,"",214,4,"",""
858,4,4,"",216,4,"",""
859,4,4,"",218,4,"",""
860,4,4,"",231,4,"",""
861,4,4,"",232,2,"",""
862,4,4,"",237,4,"",""
863,4,4,"",241,4,"",""
864,4,4,"",242,2,"",""
865,4,4,"",246,2,"",""
866,4,4,"",249,4,"",""
867,4,4,"",251,2,"",""
868,4,4,"",261,4,"",""
869,4,4,"",263,4,"",""
