id,flavor_text,flavor_text_jp
28,"Its plant blooms when it is absorbing solar energy. It stays on the move to seek sunlight.","たいようエネルギーを　えいようにして　おおきなハナが　ひらく。ひなたに　ひきよせられるように　いどうする。"
29,"After a rainy day, the flower on its back smells stronger. The scent attracts other Pokémon.","あめの　ふった　よくじつは　せなかの　はなの　かおりが　つよまる。かおりに　さそわれ　ポケモンが　あつまる。"
30,"By spreading the broad petals of its flower and catching the sun’s rays, it fills its body with power.","おおきな　はなびらを　ひろげ　たいようの　ひかりを　あびていると　からだに　げんきが　みなぎっていく。"
31,"It is able to convert sunlight into energy. As a result, it is more powerful in the summertime.","あびた　たいようの　ひかりを　エネルギーに　へんかんできるので　なつの　ほうが　つよくなる。"
32,"Obviously prefers hot places. When it rains, steam is said to spout from the tip of its tail.","あついものを　このむ　せいかく。あめに　ぬれると　しっぽの　さきから　けむりが　でるという。"
33,"The flame at the tip of its tail makes a sound as it burns. You can only hear it in quiet places.","しずかな　ところに　つれていくと　シッポが　もえてる　ちいさな　おとが　きこえてくるよ。"
34,"The flame on its tail shows the strength of its life force. If it is weak, the flame also burns weakly.","シッポで　もえる　ほのおは　せいめいりょくの　あらわれ。げんきがないと　ほのおは　よわまる。"
35,"The flame on its tail indicates CHARMANDER's life force. If it is healthy, the flame burns brightly.","しっぽの　ほのおは　ヒトカゲの　せいめいりょくの　あかし。げんきだと　さかんに　もえさかる。"
36,"If it's healthy, the flame on the tip of its tail will burn vigorously, even if it gets a bit wet.","しっぽの　さきの　ほのおは　げんきなら　すこしくらい　ぬれても　きえることなく　もえさかる。"
37,"The flame that burns at the tip of its tail is an indication of its emotions. The flame wavers when CHARMANDER is enjoying itself. If the POKéMON becomes enraged, the flame burns fiercely.","しっぽの　ほのおは　きぶんを　ひょうげん。たのしい　ときには　ゆらゆら　ほのおが　ゆれて　おこった　ときには　めらめら　さかんに　もえる。"
38,"The flame that burns at the tip of its tail is an indication of its emotions. The flame wavers when CHARMANDER is happy, and blazes when it is enraged.","しっぽの　ほのおは　きぶんを　ひょうげん。たのしい　ときには　ゆらゆら　ほのおが　ゆれて　おこった　ときには　めらめら　さかんに　もえる。"
39,"From the time it is born, a flame burns at the tip of its tail. Its life would end if the flame were to go out.","うまれたときから　しっぽに　ほのおが　ともっている。ほのおが　きえたとき　その　いのちは　おわって　しまう。"
40,"It has a preference for hot things. When it rains, steam is said to spout from the tip of its tail.","あついものを　このむ　せいかく。あめに　ぬれると　しっぽの　さきから　けむりが　でるという。"
41,"The fire on the tip of its tail is a measure of its life. If healthy, its tail burns intensely.","ヒトカゲの　しっぽの　ほのおは　いのちの　ともしび。げんきな　ときは　ほのおも　ちからづよく　もえあがる。"
42,"The flame on its tail indicates CHARMANDER’s life force. If it is healthy, the flame burns brightly.","しっぽの　ほのおは　ヒトカゲの　せいめいりょくの　あかし。げんきだと　さかんに　もえさかる。"
43,"When it swings its burning tail, it elevates the temperature to unbearably high levels.","もえる　シッポを　ふりまわすと　まわりの　おんどが　どんどん　あがって　あいてを　くるしめる。"
44,"Tough fights could excite this POKéMON. When excited, it may blow out bluish-white flames.","きょうてきと　たたかいつづけ　エキサイトすると　あおじろい　ほのおを　はきだすことがある。"
45,"It is very hot­headed by nature, so it constantly seeks opponents. It calms down only when it wins.","もえたぎるような　せいかくで　いつも　たたかう　あいてを　さがしている。かたないと　ちが　しずまらない。"
46,"It has a barbaric nature. In battle, it whips its fiery tail around and slashes away with sharp claws.","もえる　しっぽを　ふりまわし　するどい　ツメで　あいてを　きりさく　あらあらしい　せいかく。"
47,"If it becomes agitated during battle, it spouts intense flames, incinerating its surroundings.","たたかいで　きもちが　たかぶると　しゃくねつの　ほのおを　ふきながら　あたりを　もやしてまわる。"
48,"CHARMELEON mercilessly destroys its foes using its sharp claws. If it encounters a strong foe, it turns aggressive. In this excited state, the flame at the tip of its tail flares with a bluish white color.","するどい　ツメで　ようしゃなく　たたきのめす。きょうてきと　むかいあうと　きぶんが　たかぶり　しっぽの　ほのおが　あおじろく　もえあがる。"
49,"Without pity, its sharp claws destroy foes. If it encounters a strong enemy, it becomes agitated, and the flame on its tail flares with a bluish white color.","するどい　ツメで　ようしゃなく　たたきのめす。きょうてきと　むかいあうと　きぶんが　たかぶり　しっぽの　ほのおが　あおじろく　もえあがる。"
50,"It lashes about with its tail to knock down its foe. It then tears up the fallen opponent with sharp claws.","シッポを　ふりまわして　あいてを　なぎたおし　するどい　ツメで　ズタズタに　ひきさいてしまう。"
51,"When it swings its burning tail, it elevates the air temperature to  unbearably high levels.","もえる　シッポを　ふりまわすと　まわりの　おんどが　どんどん　あがって　あいてを　くるしめる。"
52,"In the rocky mountains where CHARMELEON live, their fiery tails shine at night like stars.","リザードが　くらす　いわやまを　よなかに　みあげると　しっぽの　ほのおが　ほしのように　みえる。"
53,"It is very hotheaded by nature, so it constantly seeks opponents. It calms down only when it wins.","もえたぎるような　せいかくで　いつも　たたかう　あいてを　さがしている。かたないと　ちが　しずまらない。"
54,"In the rocky mountains where Charmeleon live, their fiery tails shine at night like stars.","リザードが　くらす　いわやまを　よなかに　みあげると　しっぽの　ほのおが　ほしのように　みえる。"
55,"Spits fire that is hot enough to melt boulders. Known to cause forest fires unintentionally.","がんせきも　やけるような　　しゃくねつの　ほのおを　はいて　やまかじを　おこすことが　ある。"
56,"When expelling a blast of super hot fire, the red flame at the tip of its tail burns more intensely.","くちから　しゃくねつの　ほのおを　はきだすとき　シッポのさきは　より　あかく　はげしく　もえあがる。"
57,"If CHARIZARD becomes furious, the flame at the tip of its tail flares up in a whitish-blue color.","ほんきで　おこった　リザードンの　しっぽの　さきの　ほのおは　あおじろく　もえあがる。"
58,"Breathing intense, hot flames, it can melt almost anything. Its breath inflicts terrible pain on enemies.","なんでも　とかしてしまうほどの　しゃくねつの　ほのおを　ふきだし　あいてを　くるしめる。"
59,"It uses its wings to fly high. The temperature of its fire increases as it gains experience in battle.","つばさで　おおぞらたかく　まう。たたかいの　けいけんを　つむほど　ほのおの　おんどは　あがっていく。"
60,"CHARIZARD flies around the sky in search of powerful opponents. It breathes fire of such great heat that it melts anything. However, it never turns its fiery breath on any opponent weaker than itself.","つよい　あいてを　もとめて　そらを　とびまわる。なんでも　とかして　しまう　こうねつの　ほのおを　じぶんより　よわいものに　むけることは　しない。"
61,"A CHARIZARD flies about in search of strong opponents. It breathes intense flames that can melt any material. However, it will never torch a weaker foe.","つよい　あいてを　もとめて　そらを　とびまわる。なんでも　とかして　しまう　こうねつの　ほのおを　じぶんより　よわいものに　むけることは　しない。"
62,"Its wings can carry this POKéMON close to an altitude of 4,600 feet. It blows out fire at very high temperatures.","ちじょう　1400メートル　まで　ハネを　つかって　とぶことができる。こうねつの　ほのおを　はく。"
63,"It spits fire that is hot enough to melt boulders. It may cause forest fires by blowing flames.","がんせきも　やけるような　　しゃくねつの　ほのおを　はいて　やまかじを　おこすことが　ある。"
64,"It is said that CHARIZARD’s fire burns hotter if it has experienced harsh battles.","くるしい　たたかいを　けいけんした　リザードンほど　ほのおの　おんどが　たかくなると　いわれている。"
65,"If CHARIZARD becomes furious, the flame at the tip of its tail flares up in a light blue shade.","ほんきで　おこった　リザードンの　しっぽの　さきの　ほのおは　あおじろく　もえあがる。"
66,"Breathing intense, hot flames, it can melt almost anything. Its breath inflicts terrible pain on enemies.","なんでも　とかしてしまうほどの　しゃくねつの　ほのおを　ふきだし　あいてを　くるしめる。"
67,"It is said that Charizard's fire burns hotter if it has experienced harsh battles.","くるしい　たたかいを　けいけんした　リザードンほど　ほのおの　おんどが　たかくなると　いわれている。"
68,"After birth, its back swells and hardens into a shell. Powerfully sprays foam from its mouth.","うまれたあと　せなかが　ふくらんで　かたい　こうらが　できる。くちから　きょうりょくな　あわを　だす。"
69,"Shoots water at prey while in the water. Withdraws into its shell when in danger.","すいめんから　みずを　ふんしゃして　エサをとる。あぶなくなると　こうらに　てあしを　ひっこめて　みをまもる。"
70,"The shell is soft when it is born. It soon becomes so resilient, prodding fingers will bounce off it.","うまれたては　やわらかい　こうらも　すぐに　ゆびでつつくと　はじくほどの　だんりょくせいを　もつようになる。"
71,"The shell, which hardens soon after it is born, is resilient. If you poke it, it will bounce back out.","うまれて　しばらくすると　かたまる　こうらには　だんりょくせいが　あって　ゆびで つつくと　はじきかえされる。"
72,"When it feels threatened, it draws its legs inside its shell and sprays water from its mouth.","あぶなくなると　こうらに　てあしを　ひっこめて　みを　まもりながら　くちから　みずを　ふきだしてくる。"
73,"SQUIRTLE’s shell is not merely used for protection. The shell’s rounded shape and the grooves on its surface help minimize resistance in water, enabling this POKéMON to swim at high speeds.","こうらの　やくめは　みを　まもる　だけではない。まるい　かたちと　ひょうめんの　みぞが　みずの　ていこうを　へらすので　はやく　およげるのだ。"
74,"Its shell is not just for protection. Its rounded shape and the grooves on its surface minimize resistance in water, enabling SQUIRTLE to swim at high speeds.","こうらの　やくめは　みを　まもる　だけではない。まるい　かたちと　ひょうめんの　みぞが　みずの　ていこうを　へらすので　はやく　およげるのだ。"
75,"When it retracts its long neck into its shell, it squirts out water with vigorous force.","ながい　くびを　こうらのなかに　ひっこめるとき　いきおいよく　みずでっぽうを　はっしゃする。"
76,"After birth, its back swells and hardens into a shell. It powerfully sprays foam  from its mouth.","うまれたあと　せなかが　ふくらんで　かたい　こうらが　できる。くちから　きょうりょくな　あわを　だす。"
77,"It shelters itself in its shell, then strikes back with spouts of water at every opportunity.","こうらに　とじこもり　みを まもる。あいての　すきを　みのがさず　みずを　ふきだして　はんげきする。"
78,"The shell is soft when it is born. It soon becomes so resilient, prodding fingers will bounce off it.","うまれたては　やわらかい　こうらも　すぐに　ゆびでつつくと　はじくほどの　だんりょくせいを　もつようになる。"
79,"Often hides in water to stalk unwary prey. For swimming fast, it moves its ears to maintain balance.","しばしば　すいちゅうに　かくれ　えものを　ねらう。はやく　およぐとき　みみを　うごかして　バランスをとる。"
80,"When tapped, this POKéMON will pull in its head, but its tail will still stick out a little bit.","ポカンと　あたまを　たたかれるとき　こうらに　ひっこんで　よける。でも　ちょっとだけ　シッポが　でているよ。"
81,"It is recognized as a symbol of longevity. If its shell has algae on it, that WARTORTLE is very old.","ながいきの　シンボルと　されている。こうらに　コケが　ついているのは　とくに　ながいきの　カメールだ。"
82,"It cleverly controls its furry ears and tail to maintain its balance while swimming.","ふさふさの　みみと　しっぽを　たくみに　あやつって　すいちゅうでの　バランスを　たもつ。"
83,"Its long, furry tail is a symbol of longevity, making it quite popular among older people.","ながくて　ふさふさの　しっぽは　ながいきの　シンボル。とくに　おとしよりに　にんきがある。"
84,"Its tail is large and covered with a rich, thick fur. The tail becomes increasingly deeper in color as WARTORTLE ages. The scratches on its shell are evidence of this POKéMON’s toughness as a battler.","ふさふさの　けで　おおわれた　おおきな　しっぽは　ながいき　するほど　ふかい　いろあいに　かわる。こうらの　キズは　つわものの　あかし。"
85,"Its large tail is covered with rich, thick fur that deepens in color with age. The scratches on its shell are evidence of this POKéMON’s toughness in battle.","ふさふさの　けで　おおわれた　おおきな　しっぽは　ながいき　するほど　ふかい　いろあいに　かわる。こうらの　キズは　つわものの　あかし。"
86,"This POKéMON is very popular as a pet. Its fur-covered tail is a symbol of its longevity.","ペットとして　にんきが　たかい。また　けで　おおわれた　しっぽは　ながいきする　シンボルだ。"
87,"It often hides in water to stalk unwary prey. For fast swimming, it moves its ears to maintain balance.","しばしば　すいちゅうに　かくれ　えものを　ねらう。はやく　およぐとき　みみを　うごかして　バランスをとる。"
88,"It is said to live 10,000 years. Its furry tail is popular as a symbol of longevity.","いちまんねんの　じゅみょうを　もつと　いわれている。ふさふさの　しっぽは　ながいきの　シンボルとして　にんき。"
89,"It is a well-established symbol of longevity. If its shell has algae on it, that WARTORTLE is very old.","ながいきの　シンボルと　されている。こうらに　コケが　ついているのは　とくに　ながいきの　カメールだ。"
90,"It cleverly controls its furry ears and tail to maintain its balance while swimming.","ふさふさの　みみと　しっぽを　たくみに　あやつって　すいちゅうでの　バランスを　たもつ。"
91,"A brutal POKéMON with pressurized water jets on its shell. They are used for high speed tackles.","こうらに　ふんしゃこうが　あって　ロケットのような　いきおいで　つっこんでくる　すごい　やつだ。"
92,"Once it takes aim at its enemy, it blasts out water with even more force than a fire hose.","あいてに　ねらいを　さだめると　しょうぼうしゃの　ホースより　つよい　いきおいで　みずを　だす。"
93,"It deliberately makes itself heavy so it can withstand the recoil of the water jets it fires.","ふんしゃした　みずの　いきおいに　まけないように　わざと　たいじゅうを　おもくしているのだ。"
94,"The rocket cannons on its shell fire jets of water capable of punching holes through thick steel.","こうらの　ロケットほう　から　ふきだした　ジェットすいりゅうは　ぶあつい　てっぱんも つらぬく。"
95,"It firmly plants its feet on the ground before shooting water from the jets on its back.","せなかの　ふんしゃこう　から　いきおいよく　みずを　だすとき　ちからづよく　だいちを　ふみしめる。"
96,"BLASTOISE has water spouts that protrude from its shell. The water spouts are very accurate. They can shoot bullets of water with enough accuracy to strike empty cans from a distance of over 160 feet.","こうらの　ふんしゃこうの　ねらいは　せいかく。みずの　だんがんを　50メートル　はなれた　あきかんに　めいちゅうさせる　ことが　できるぞ。"
97,"The waterspouts that protrude from its shell are highly accurate. Their bullets of water can precisely nail tin cans from a distance of over 160 feet.","こうらの　ふんしゃこうの　ねらいは　せいかく。みずの　だんがんを　50メートル　はなれた　あきかんに　めいちゅうさせる　ことが　できるぞ。"
98,"It crushes its foe under its heavy body to cause fainting. In a pinch, it will withdraw inside its shell.","からだが　おもたく　のしかかって　あいてを　きぜつさせる。ピンチの　ときは　カラに　かくれる。"
99,"The pressurized water jets on this brutal POKéMON’s shell are used for high-speed tackles.","こうらに　ふんしゃこうが　あって　ロケットのような　いきおいで　つっこんでくる　すごい　やつだ。"
100,"The jets of water it spouts from the rocket cannons on its shell can punch through thick steel.","こうらの　ロケットほうから　ふきだす　すいりゅうは　ぶあつい　てっぱんも　いっぱつで　つらぬく　はかいりょく。"
101,"It deliberately makes itself heavy so it can withstand the recoil of the water jets it fires.","ふんしゃした　みずの　いきおいに　まけないように　わざと　たいじゅうを　おもくしているのだ。"
102,"The rocket cannons on its shell fire jets of water capable of punching holes through thick steel.","こうらの　ロケットほう　から　ふきだした　ジェットすいりゅうは　ぶあつい　てっぱんも つらぬく。"
103,"Its short feet are tipped with suction pads that enable it to tirelessly climb slopes and walls.","あしは　みじかいが　きゅうばんに　なっているので　さかでも　かべでも　くたびれることなく　すすんでいく。"
104,"If you touch the feeler on top of its head, it will release a horrible stink to protect itself.","あたまの  さきにある  しょっかくに ふれると  きょうれつな  においを だして  みを  まもろうとする。"
105,"For protection, it releases a horrible stench from the antenna on its head to drive away enemies.","あたまの  しょっかく から きょうれつな においを  だして てきを  おいはらい みをまもる。"
106,"Its feet have suction cups designed to stick to any surface. It tenaciously climbs trees to forage.","あしの  さきは  どんなところにも すいつく きゅうばん。ひっしに きのぼりをして はっぱを  たべる。"
107,"It crawls into foliage where it camouflages itself among leaves that are the same color as its body.","はっぱの  なかに  もぐりこむのは からだと おなじいろの  なかで じぶんを  カモフラージュするため。"
108,"CATERPIE has a voracious appetite. It can devour leaves bigger than its body right before your eyes. From its antenna, this POKéMON releases a terrifically strong odor.","からだ　よりも　おおきな　はっぱを　みるみる　たべつくして　しまうほどの　しょくよくを　もつ。しょっかくから　きょうれつな　においを　だすぞ。"
109,"Its voracious appetite compels it to devour leaves bigger than itself without hesitation. It releases a terribly strong odor from its antennae.","からだ　よりも　おおきな　はっぱを　みるみる　たべつくして　しまうほどの　しょくよくを　もつ。しょっかくから　きょうれつな　においを　だすぞ。"
110,"It is covered with a green skin. When it grows, it sheds the skin, covers itself with silk, and becomes a cocoon.","みどりの　ひふに　おおわれている。だっぴして　せいちょうすると　いとを　かけて　サナギに　かわる。"
111,"It releases a stench from its red antenna to repel enemies. It grows by molting repeatedly.","あかい　しょっかくから　においを　だして　てきを　おいはらう。だっぴを　くりかえし　おおきくなる。"
112,"For protection, it releases a horrible stench from the antennae on its head to drive away enemies.","あたまの  しょっかく から きょうれつな においを  だして てきを  おいはらい みをまもる。"
113,"This POKéMON is vulnerable to attack while its shell is soft, exposing its weak and tender body.","カラが　かたくなるまえに　つよい　しょうげきを　うけると　なかみが　でてしまうので　ちゅうい。"
114,"Hardens its shell to protect itself. However, a large impact may cause it to pop out of its shell.","みをまもるため  ひたすら  カラを　かたくしても  つよい  しょうげきを　うけると  なかみが  でてしまう。"
115,"Inside the shell, it is soft and weak as it prepares to evolve. It stays motionless in the shell.","カラのなかは  しんかの  じゅんびで　とても やわらかく くずれやすい。　なるべく うごかないようにしている。"
116,"It prepares for evolution by hardening its shell as much as possible to protect its soft body.","いっしょうけんめい そとがわの　カラをかため しんかの  じゅんびで　やわらかい からだを  まもっている。"
117,"This is its pre-evolved form. At this stage, it can only harden, so it remains motionless to avoid attack.","しんかを  まっている じょうたい。　かたくなる ことしか できないので　おそわれないよう じっとしている。"
118,"The shell covering this POKéMON’s body is as hard as an iron slab. METAPOD does not move very much. It stays still because it is preparing its soft innards for evolution inside the hard shell.","からだの　カラは　てっぱんの　ように　かたい。あまり　うごかないのは　カラのなかで　やわらかい　なかみが　しんかの　じゅんびを　しているからだ。"
119,"Its shell is as hard as an iron slab. A METAPOD does not move very much because it is preparing its soft innards for evolution inside the shell.","からだの　カラは　てっぱんの　ように　かたい。あまり　うごかないのは　カラのなかで　やわらかい　なかみが　しんかの　じゅんびを　しているからだ。"
120,"Even though it is encased in a sturdy shell, the body inside is tender. It can’t withstand a harsh attack.","かたい　カラに　つつまれているが　なかみは　やわらかいので　つよい　こうげきには　たえられない。"
121,"A steel-hard shell protects its tender body. It quietly endures hardships while awaiting evolution.","こうてつのように　かたい　カラで　やわらかい　なかみを　まもっている。しんかするまで　じっと　たえている。"
122,"Inside the shell, it is soft and weak as it prepares to evolve. It stays motionless in the shell.","カラのなかは  しんかの  じゅんびで　とても やわらかく くずれやすい。　なるべく うごかないようにしている。"
123,"It prepares for evolution by hardening its shell as much as possible to protect its soft body.","いっしょうけんめい そとがわの　カラをかため しんかの  じゅんびで　やわらかい からだを  まもっている。"
124,"In battle, it flaps its wings at high speed to release highly toxic dust into the air.","こまかく　はやく　はばたいたら　もうどくの　りんぷんが　かぜに　のって　とんでくるぞ。"
125,"Its wings, covered with poisonous powders, repel water. This allows it to fly in the rain.","ハネの　もうどくの　りんぷんには　みずをはじく　せいしつが　あるので　あめのひ　でも　とびまわれる。"
126,"It collects honey every day. It rubs honey onto the hairs on its legs to carry it back to its nest.","まいにち　ミツを　あつめまわる。あしの　うぶげに　ミツを　ぬりこんで　すに　もちかえる　しゅうせいをもつ。"
127,"Water-repellent powder on its wings enables it to collect honey, even in the heaviest of rains.","ハネの　りんぷんは　みずをはじく。どんな　あめが　ふっていても　ミツを　あつめるため　とびまわる。"
128,"It flits from flower to flower, collecting honey. It can even identify distant flowers in bloom.","ミツをあつめに　はなから　はなへ　とびまわる。とおくで　どんな　はなが　さいたかも　さぐりあてる。"
129,"BUTTERFREE has a superior ability to search for delicious honey from flowers. It can even search out, extract, and carry honey from flowers that are blooming over six miles from its nest.","おいしい　はなの　ミツを　さがす　のうりょくに　すぐれ　すみかから　10キロはなれた　ばしょに　さく　はなから　ミツを　あつめて　はこんでいる。"
130,"It has a superior ability to search for delicious honey from flowers. It can seek, extract, and carry honey from flowers blooming over six miles away.","おいしい　はなの　ミツを　さがす　のうりょくに　すぐれ　すみかから　10キロはなれた　ばしょに　さく　はなから　ミツを　あつめて　はこんでいる。"
131,"The wings are protected by rain-repellent dust. As a result, this POKéMON can fly about even in rain.","ハネは　みずを　はじく　りんぷんに　まもられている。あめの　ひでも　そらを　とぶことが　できる。"
132,"In battle, it flaps its wings at great speed to release highly toxic dust into the air.","こまかく　はやく　はばたいたら　もうどくの　りんぷんが　かぜに　のって　とんでくるぞ。"
133,"It loves the honey of flowers and can locate flower patches that have even tiny amounts of pollen.","はなの　ミツが　だいこうぶつ。わずかな　かふんで　はなばたけの　ばしょを　さがしだすことが　できる。"
134,"Water-repellent powder on its wings enables it to collect honey, even in the heaviest of rains.","ハネの　りんぷんは　みずをはじく。どんな　あめが　ふっていても　ミツを　あつめるため　とびまわる。"
135,"Often found in forests, eating leaves. It has a sharp venomous stinger on its head.","もりに　おおく　ハッパを　たべる。あたまに　するどい　ハリをもち　さされると　どくに　おかされる。"
136,"Beware of the sharp stinger on its head. It hides in grass and bushes where it eats leaves.","あたまに　するどい　ハリを　もつ。もりや　くさちの　しげみに　かくれ　ひたすら　ハッパを　たべている。"
137,"Its poison stinger is very powerful. Its bright-colored body is intended to warn off its enemies.","どくバリは　とても　きょうりょく。めだつ　からだの　いろは　あいてに　けいかいを　させるためだ。"
138,"It attacks using a two-inch poison barb on its head. It can usually be found under the leaves it eats.","あたまのさき　5センチの　どくバリで　こうげき　してくる。いつもは　エサとなる　ハッパのしたにいる。"
139,"The barb on top of its head secretes a strong poison. It uses this toxic barb to protect itself.","あたまの　さきの　ハリからでる　つよい　どくを　つかって　じぶんの　みを　まもっている。"
140,"WEEDLE has an extremely acute sense of smell. It is capable of distinguishing its favorite kinds of leaves from those it dislikes just by sniffing with its big red proboscis (nose).","とても　するどい　きゅうかくを　もっている。こうぶつの　はっぱか　きらいな　はっぱか　おおきな　あかい　はなで　かぎわける。"
141,"A WEEDLE has an extremely acute sense of smell. It distinguishes its favorite kinds of leaves from those it dislikes by sniffing with its big red proboscis (nose).","とても　するどい　きゅうかくを　もっている。こうぶつの　はっぱか　きらいな　はっぱか　おおきな　あかい　はなで　かぎわける。"
142,"Often found in forests and grasslands. It has a sharp, toxic barb of around two inches on top of its head.","もりや　くさちに　おおく　せいそく。あたまの　さきに　5センチぐらいの　ちいさく　するどい　どくばりをもつ。"
143,"Often found in forests, eating leaves. It has a sharp stinger on its head that injects poison.","もりに　おおく　ハッパを　たべる。あたまに　するどい　ハリをもち　さされると　どくに　おかされる。"
144,"It eats its weight in leaves every day. It fends off attackers with the needle on its head.","まいにち　じぶんと　おなじ　おもさの　はっぱを　たべる。あたまの　ハリで　おそってきた　てきを　げきたい。"
145,"Almost incapable of moving, this POKéMON can only harden its shell to protect itself from predators.","じぶんでは　ほとんど　うごけないが　あぶないときは　かたくなって　みを　まもっているようだ。"
146,"Able to move only slightly. When endangered, it may stick out its stinger and poison its enemy.","じぶんでは　ほとんど　うごけないが　あぶなくなると　ハリをだして　どくを　あたえることも　あるらしい。"
